상품ID,상품명,가격,원가,카테고리,평점,리뷰 수,특별할인,판매자명,판매자 이메일,수집 시간
94,여성 마스크팩 10매,1000,,fashion,4.8,203,true,윤미라,genstore_0094@genstore.com,2026-02-04T06:53:01.030Z
95,남성 넥타이 3개세트,76000,,fashion,4.6,89,false,임동혁,genstore_0095@genstore.com,2026-02-04T06:53:01.030Z
96,여성 아이섀도우 팔레트,37000,,fashion,4.7,134,true,송혜진,genstore_0096@genstore.com,2026-02-04T06:53:01.030Z
97,남성 가죽 지갑,36000,,fashion,4.8,76,false,한민우,genstore_0097@genstore.com,2026-02-04T06:53:01.030Z
98,여성 클렌징 오일,1000,,fashion,4.6,145,true,오나영,genstore_0098@genstore.com,2026-02-04T06:53:01.030Z
99,남성 운동복 상하의,1000,,fashion,4.5,92,false,신재원,genstore_0099@genstore.com,2026-02-04T06:53:01.030Z
100,여성 선크림 SPF50,1000,,fashion,4.7,118,true,류서연,genstore_0100@genstore.com,2026-02-04T06:53:01.030Z
101,남성 모자 컬렉션,1000,,fashion,4.4,73,false,홍민기,genstore_0101@genstore.com,2026-02-04T06:53:01.030Z
102,여성 파운데이션,109000,,fashion,4.6,167,true,김보라,genstore_0102@genstore.com,2026-02-04T06:53:01.030Z
103,남성 체크 셔츠,87000,,fashion,4.5,84,false,이준혁,genstore_0103@genstore.com,2026-02-04T06:53:01.030Z
104,여성 향수 50ml,1000,,fashion,4.8,156,true,박채영,genstore_0104@genstore.com,2026-02-04T06:53:01.030Z
105,남성 청바지,1000,,fashion,4.6,98,false,최현준,genstore_0105@genstore.com,2026-02-04T06:53:01.030Z
106,여성 BB크림,33000,,fashion,4.7,142,true,정미영,genstore_0106@genstore.com,2026-02-04T06:53:01.030Z
107,남성 코트,71000,,fashion,4.8,65,false,강동원,genstore_0107@genstore.com,2026-02-04T06:53:01.030Z
108,여성 토너 200ml,1000,,fashion,4.6,178,true,윤지혜,genstore_0108@genstore.com,2026-02-04T06:53:01.030Z
109,남성 스웨터,98000,,fashion,4.5,87,false,임우진,genstore_0109@genstore.com,2026-02-04T06:53:01.030Z
110,여성 세럼 30ml,99000,,fashion,4.8,123,true,송은정,genstore_0110@genstore.com,2026-02-04T06:53:01.030Z
111,남성 조거팬츠,27000,,fashion,4.4,95,false,한정우,genstore_0111@genstore.com,2026-02-04T06:53:01.030Z
112,여성 아이크림,116000,,fashion,4.7,134,true,오수진,genstore_0112@genstore.com,2026-02-04T06:53:01.030Z
113,남성 폴로셔츠,135000,,fashion,4.6,78,false,신민철,genstore_0113@genstore.com,2026-02-04T06:53:01.030Z
114,여성 컨실러,1000,,fashion,4.5,189,true,류하은,genstore_0114@genstore.com,2026-02-04T06:53:01.030Z
115,남성 슬리퍼,1000,,fashion,4.4,56,false,홍성호,genstore_0115@genstore.com,2026-02-04T06:53:01.030Z
116,여성 미스트,23000,,fashion,4.6,145,true,김다연,genstore_0116@genstore.com,2026-02-04T06:53:01.030Z
117,남성 수트,183000,,fashion,4.8,43,false,이동현,genstore_0117@genstore.com,2026-02-04T06:53:01.030Z
118,게이밍 의자,201000,,digital,4.7,112,true,박정민,genstore_0118@genstore.com,2026-02-04T06:53:01.030Z
119,USB 허브 7포트,124000,,digital,4.5,89,false,최수영,genstore_0119@genstore.com,2026-02-04T06:53:01.030Z
120,무선 충전패드,1000,,digital,4.6,134,true,정재훈,genstore_0120@genstore.com,2026-02-04T06:53:01.030Z
121,스마트 전구 4개세트,131000,,digital,4.7,76,false,강미선,genstore_0121@genstore.com,2026-02-04T06:53:01.030Z
122,휴대용 배터리 20000mAh,87000,,digital,4.8,198,true,윤태진,genstore_0122@genstore.com,2026-02-04T06:53:01.030Z
123,블루투스 트랙볼 마우스,118000,,digital,4.6,67,false,임소영,genstore_0123@genstore.com,2026-02-04T06:53:01.030Z
124,스마트 온도조절기,206000,,digital,4.7,145,true,송현우,genstore_0124@genstore.com,2026-02-04T06:53:01.030Z
125,4K 액션캠,289000,,digital,4.8,89,false,한지영,genstore_0125@genstore.com,2026-02-04T06:53:01.030Z
126,메카니컬 키보드 RGB,58000,,digital,4.7,156,true,오준석,genstore_0126@genstore.com,2026-02-04T06:53:01.030Z
127,스마트 도어벨,132000,,digital,4.6,123,false,신혜린,genstore_0127@genstore.com,2026-02-04T06:53:01.030Z
128,무선 프리젠터,1000,,digital,4.5,78,true,류건호,genstore_0128@genstore.com,2026-02-04T06:53:01.030Z
129,스마트 공기청정기,228000,,digital,4.8,234,false,홍수민,genstore_0129@genstore.com,2026-02-04T06:53:01.030Z
130,게이밍 마우스패드,1000,,digital,4.6,167,true,김태영,genstore_0130@genstore.com,2026-02-04T06:53:01.030Z
131,USB 마이크,37000,,digital,4.7,98,false,이서현,genstore_0131@genstore.com,2026-02-04T06:53:01.030Z
132,스마트 미러,291000,,digital,4.8,76,true,박민준,genstore_0132@genstore.com,2026-02-04T06:53:01.030Z
133,무선 게임패드,35000,,digital,4.6,145,false,최은진,genstore_0133@genstore.com,2026-02-04T06:53:01.030Z
134,스마트 스위치 3개세트,1000,,digital,4.7,123,true,정호진,genstore_0134@genstore.com,2026-02-04T06:53:01.030Z
135,블루투스 넥밴드 이어폰,151000,,digital,4.5,189,false,강소연,genstore_0135@genstore.com,2026-02-04T06:53:01.030Z
136,스마트 보안카메라,92000,,digital,4.8,198,true,윤민수,genstore_0136@genstore.com,2026-02-04T06:53:01.030Z
137,휴대용 프로젝터,183000,,digital,4.7,112,false,임주연,genstore_0137@genstore.com,2026-02-04T06:53:01.030Z
138,스마트 블라인드,157000,,digital,4.6,89,true,송지훈,genstore_0138@genstore.com,2026-02-04T06:53:01.030Z
139,무선 충전 스탠드,93000,,digital,4.7,134,false,한예진,genstore_0139@genstore.com,2026-02-04T06:53:01.030Z
140,게이밍 스피커,30000,,digital,4.6,167,true,오성민,genstore_0140@genstore.com,2026-02-04T06:53:01.030Z
141,스마트 펜,49000,,digital,4.5,145,false,신아영,genstore_0141@genstore.com,2026-02-04T06:53:01.030Z
142,블루투스 키보드,154000,,digital,4.7,178,true,류동현,genstore_0142@genstore.com,2026-02-04T06:53:01.030Z
143,스마트 워치 밴드,1000,,digital,4.4,234,false,홍지원,genstore_0143@genstore.com,2026-02-04T06:53:01.030Z
144,USB 허브 모니터스탠드,72000,,digital,4.6,123,true,김현우,genstore_0144@genstore.com,2026-02-04T06:53:01.030Z
145,무선 마우스패드,3000,,digital,4.7,156,false,이유진,genstore_0145@genstore.com,2026-02-04T06:53:01.030Z
146,스마트 가습기,83000,,digital,4.8,198,true,박준영,genstore_0146@genstore.com,2026-02-04T06:53:01.030Z
147,게이밍 암체어,265000,,digital,4.7,89,false,최서연,genstore_0147@genstore.com,2026-02-04T06:53:01.030Z
148,유기농 키위 2kg,23500,,food,4.7,85,true,정민호,genstore_0148@genstore.com,2026-02-04T06:53:01.030Z
149,프리미엄 마그네슘,1000,,food,4.6,120,false,강유리,genstore_0149@genstore.com,2026-02-04T06:53:01.030Z
150,유기농 딸기 1kg,70000,,food,4.8,156,true,윤상훈,genstore_0150@genstore.com,2026-02-04T06:53:01.030Z
151,프리미엄 아연,30000,,food,4.5,98,false,임채영,genstore_0151@genstore.com,2026-02-04T06:53:01.030Z
152,유기농 배 3kg,1000,,food,4.7,134,true,송민준,genstore_0152@genstore.com,2026-02-04T06:53:01.030Z
153,프리미엄 철분,1000,,food,4.6,167,false,한수빈,genstore_0153@genstore.com,2026-02-04T06:53:01.030Z
154,유기농 포도 2kg,23500,,food,4.8,178,true,오진우,genstore_0154@genstore.com,2026-02-04T06:53:01.030Z
155,프리미엄 비타민D,25000,,food,4.7,145,false,신민경,genstore_0155@genstore.com,2026-02-04T06:53:01.030Z
156,유기농 복숭아 2kg,93500,,food,4.6,123,true,류성훈,genstore_0156@genstore.com,2026-02-04T06:53:01.030Z
157,프리미엄 콜라겐,1000,,food,4.8,189,false,홍지수,genstore_0157@genstore.com,2026-02-04T06:53:01.030Z
158,유기농 체리 1kg,90000,,food,4.7,198,true,김도영,genstore_0158@genstore.com,2026-02-04T06:53:01.030Z
159,프리미엄 비타민B,1000,,food,4.6,234,false,이하늘,genstore_0159@genstore.com,2026-02-04T06:53:01.030Z
160,유기농 자몽 2kg,32500,,food,4.5,112,true,박서준,genstore_0160@genstore.com,2026-02-04T06:53:01.030Z
161,프리미엄 글루코사민,7000,,food,4.7,156,false,최예은,genstore_0161@genstore.com,2026-02-04T06:53:01.030Z
162,유기농 망고 1.5kg,113000,,food,4.8,167,true,정우진,genstore_0162@genstore.com,2026-02-04T06:53:01.030Z
163,프리미엄 엽산,1000,,food,4.6,178,false,강시은,genstore_0163@genstore.com,2026-02-04T06:53:01.030Z
164,유기농 멜론 1개,43000,,food,4.7,89,true,윤태현,genstore_0164@genstore.com,2026-02-04T06:53:01.030Z
165,프리미엄 코엔자임Q10,1000,,food,4.8,134,false,임지애,genstore_0165@genstore.com,2026-02-04T06:53:01.030Z
166,유기농 파인애플 1개,10000,,food,4.6,145,true,송현지,genstore_0166@genstore.com,2026-02-04T06:53:01.030Z
167,프리미엄 크릴오일,92000,,food,4.7,198,false,한민석,genstore_0167@genstore.com,2026-02-04T06:53:01.030Z
168,유기농 아보카도 6개,1000,,food,4.8,123,true,오서영,genstore_0168@genstore.com,2026-02-04T06:53:01.030Z
169,프리미엄 유산균,1000,,food,4.7,234,false,신준호,genstore_0169@genstore.com,2026-02-04T06:53:01.030Z
170,유기농 석류 2kg,65000,,food,4.6,156,true,류예린,genstore_0170@genstore.com,2026-02-04T06:53:01.030Z
171,프리미엄 밀크시슬,95000,,food,4.5,167,false,홍동훈,genstore_0171@genstore.com,2026-02-04T06:53:01.030Z
172,유기농 레몬 1kg,1000,,food,4.7,178,true,김수아,genstore_0172@genstore.com,2026-02-04T06:53:01.030Z
173,프리미엄 MSM,10000,,food,4.6,189,false,이원준,genstore_0173@genstore.com,2026-02-04T06:53:01.030Z
174,유기농 라임 1kg,45500,,food,4.8,112,true,박주희,genstore_0174@genstore.com,2026-02-04T06:53:01.030Z
175,프리미엄 히알루론산,123000,,food,4.7,145,false,최민호,genstore_0175@genstore.com,2026-02-04T06:53:01.030Z
176,유기농 자두 2kg,52000,,food,4.6,134,true,정수연,genstore_0176@genstore.com,2026-02-04T06:53:01.030Z
177,프리미엄 스피룰리나,1000,,food,4.8,198,false,강태우,genstore_0177@genstore.com,2026-02-04T06:53:01.030Z
178,프리미엄 방석,61000,,living,4.6,85,true,윤소영,genstore_0178@genstore.com,2026-02-04T06:53:01.030Z
179,프리미엄 베개커버,33000,,living,4.7,120,false,임현수,genstore_0179@genstore.com,2026-02-04T06:53:01.030Z
180,프리미엄 담요,1000,,living,4.8,156,true,송지은,genstore_0180@genstore.com,2026-02-04T06:53:01.030Z
181,프리미엄 매트리스,102000,,living,4.7,98,false,한정민,genstore_0181@genstore.com,2026-02-04T06:53:01.030Z
182,프리미엄 침대시트,36000,,living,4.6,134,true,오민정,genstore_0182@genstore.com,2026-02-04T06:53:01.030Z
183,프리미엄 소파커버,120000,,living,4.7,167,false,신동현,genstore_0183@genstore.com,2026-02-04T06:53:01.030Z
184,프리미엄 카펫,47000,,living,4.8,178,true,류아름,genstore_0184@genstore.com,2026-02-04T06:53:01.030Z
185,프리미엄 블라인드,147000,,living,4.6,145,false,홍성우,genstore_0185@genstore.com,2026-02-04T06:53:01.030Z
186,프리미엄 조명등,116000,,living,4.7,123,true,김서현,genstore_0186@genstore.com,2026-02-04T06:53:01.030Z
187,프리미엄 화분,55000,,living,4.5,189,false,이태진,genstore_0187@genstore.com,2026-02-04T06:53:01.030Z
188,프리미엄 시계,67000,,living,4.6,198,true,박채은,genstore_0188@genstore.com,2026-02-04T06:53:01.030Z
189,프리미엄 거울,1000,,living,4.7,234,false,최진석,genstore_0189@genstore.com,2026-02-04T06:53:01.030Z
190,프리미엄 액자,1000,,living,4.8,112,true,정다은,genstore_0190@genstore.com,2026-02-04T06:53:01.030Z
191,프리미엄 쓰레기통,1000,,living,4.6,156,false,강현우,genstore_0191@genstore.com,2026-02-04T06:53:01.030Z
192,프리미엄 행거,14000,,living,4.5,167,true,윤서진,genstore_0192@genstore.com,2026-02-04T06:53:01.030Z
193,프리미엄 우산꽂이,1000,,living,4.7,178,false,임준영,genstore_0193@genstore.com,2026-02-04T06:53:01.030Z
194,프리미엄 선반,27000,,living,4.6,189,true,송민아,genstore_0194@genstore.com,2026-02-04T06:53:01.030Z
195,프리미엄 수납함,71000,,living,4.8,145,false,한지훈,genstore_0195@genstore.com,2026-02-04T06:53:01.030Z
196,프리미엄 책상,160000,,living,4.7,134,true,오유진,genstore_0196@genstore.com,2026-02-04T06:53:01.030Z
197,프리미엄 의자,69000,,living,4.6,198,false,신민우,genstore_0197@genstore.com,2026-02-04T06:53:01.030Z
198,프리미엄 스탠드,1000,,living,4.7,123,true,류상현,genstore_0198@genstore.com,2026-02-04T06:53:01.030Z
199,프리미엄 발매트,1000,,living,4.5,234,false,홍예나,genstore_0199@genstore.com,2026-02-04T06:53:01.030Z
200,프리미엄 벽걸이,33000,,living,4.6,156,true,김도현,genstore_0200@genstore.com,2026-02-04T06:53:01.030Z
201,프리미엄 탁자,2000,,living,4.8,167,false,이소희,genstore_0201@genstore.com,2026-02-04T06:53:01.030Z
202,프리미엄 장식품,1000,,living,4.7,178,true,박태민,genstore_0202@genstore.com,2026-02-04T06:53:01.030Z
203,프리미엄 향초,85000,,living,4.6,189,false,최지혜,genstore_0203@genstore.com,2026-02-04T06:53:01.030Z
204,프리미엄 디퓨저,103000,,living,4.7,112,true,정현준,genstore_0204@genstore.com,2026-02-04T06:53:01.030Z
205,프리미엄 포스터,51000,,living,4.5,145,false,강유나,genstore_0205@genstore.com,2026-02-04T06:53:01.030Z
206,프리미엄 스티커,44000,,living,4.4,234,true,윤재현,genstore_0206@genstore.com,2026-02-04T06:53:01.030Z
207,프리미엄 캔들홀더,101000,,living,4.6,198,false,임지우,genstore_0207@genstore.com,2026-02-04T06:53:01.030Z
208,프리미엄 소설책,46000,,books,4.8,156,true,윤민석,genstore_0208@genstore.com,2026-02-04T06:53:01.030Z
209,프리미엄 경영서,121000,,books,4.7,123,false,임하은,genstore_0209@genstore.com,2026-02-04T06:53:01.030Z
210,프리미엄 시집,1000,,books,4.9,198,true,송준혁,genstore_0210@genstore.com,2026-02-04T06:53:01.030Z
211,프리미엄 철학서,45000,,books,4.6,145,false,한소미,genstore_0211@genstore.com,2026-02-04T06:53:01.030Z
212,프리미엄 추리소설,1000,,books,4.8,234,true,오태영,genstore_0212@genstore.com,2026-02-04T06:53:01.030Z
213,프리미엄 인문서,6000,,books,4.7,167,false,신지혜,genstore_0213@genstore.com,2026-02-04T06:53:01.030Z
214,프리미엄 에세이,1000,,books,4.9,189,true,류동민,genstore_0214@genstore.com,2026-02-04T06:53:01.030Z
215,프리미엄 건강서,69000,,books,4.6,178,false,홍서현,genstore_0215@genstore.com,2026-02-04T06:53:01.030Z
216,프리미엄 심리학서,61000,,books,4.8,156,true,김태현,genstore_0216@genstore.com,2026-02-04T06:53:01.030Z
217,프리미엄 재테크서,1000,,books,4.7,234,false,이유나,genstore_0217@genstore.com,2026-02-04T06:53:01.030Z
218,프리미엄 다이어트서,59000,,books,4.6,198,true,박현우,genstore_0218@genstore.com,2026-02-04T06:53:01.030Z
219,프리미엄 독서법서,1000,,books,4.8,145,false,최서영,genstore_0219@genstore.com,2026-02-04T06:53:01.030Z
220,프리미엄 명상서,1000,,books,4.9,167,true,정민재,genstore_0220@genstore.com,2026-02-04T06:53:01.030Z
221,프리미엄 외국어서,100000,,books,4.7,189,false,강수정,genstore_0221@genstore.com,2026-02-04T06:53:01.030Z
222,프리미엄 수학서,1000,,books,4.6,178,true,윤현진,genstore_0222@genstore.com,2026-02-04T06:53:01.030Z
223,프리미엄 물리학서,49000,,books,4.8,156,false,임상혁,genstore_0223@genstore.com,2026-02-04T06:53:01.030Z
224,프리미엄 화학서,81000,,books,4.7,134,true,송지민,genstore_0224@genstore.com,2026-02-04T06:53:01.030Z
225,프리미엄 생물학서,122000,,books,4.8,198,false,한예슬,genstore_0225@genstore.com,2026-02-04T06:53:01.030Z
